persona,perfil,edad,genero,ingreso,juego,i_juego,intentos,duracion,egreso,resultado,exito
208,CASUAL,44.0479746074199,1,27364.64903945533,pocker,1,1,67.22532568644785,26364.64903945533,-1000.0,0
166,CASUAL,60.23663776478527,0,22563.749101206762,roulette,3,7,107.09908119204954,63001.04507143419,40437.29597022743,1
200,ARRIESGADO,52.0331011780673,1,16421.837025103272,roulette,3,10,163.01962516974743,189.35307505378523,-16232.483950049487,0
126,CASUAL,53.1234132997682,1,20972.59928278919,roulette,3,4,62.44125971679124,280808.6394161433,259836.0401333541,1
306,CASUAL,37.95657852871241,0,10850.587271505265,blackjack,2,1,77.20796422474038,9850.587271505265,-1000.0,0
208,CASUAL,44.0479746074199,1,27364.64903945533,dados,4,12,61.07218651189273,9471.154450103002,-17893.494589352325,0
156,CASUAL,50.538561660032116,0,8018.105026057292,tragamonedas,0,230,115.27971088180655,5718.105026057292,-2300.0,0
228,ARRIESGADO,32.62646787312146,1,29377.36176235998,blackjack,2,2,131.4270035602851,88056.43130891319,58679.06954655321,1
172,CASUAL,37.59186226707602,1,8918.898614751768,tragamonedas,0,121,60.54978308561344,7708.898614751768,-1210.0,0
51,CASUAL,34.61211789795047,1,17713.708119896957,pocker,1,1,92.83600380548909,16713.708119896957,-1000.0,0
121,CASUAL,39.47891928511892,1,21720.60641124533,blackjack,2,1,88.3970586530907,13592.73072378272,-8127.875687462611,0
160,ARRIESGADO,45.20315998234624,0,17068.736496105117,blackjack,2,4,192.46216399489413,415.0845326478011,-16653.651963457316,0
166,CASUAL,60.23663776478527,0,22563.749101206762,tragamonedas,0,136,68.3396137078013,21203.749101206762,-1360.0,0
366,CONSERVADOR,62.44041087010834,1,18267.20919796963,tragamonedas,0,81,40.54482147984396,20151.507407440808,1884.298209471177,1
418,CASUAL,39.70011135785486,1,11060.868365404429,roulette,3,6,100.56346147646296,2483.2328671665828,-8577.635498237847,0
424,CASUAL,40.435740438564075,0,10207.279847104728,blackjack,2,2,108.95987395228663,1057.8455228582488,-9149.434324246478,0
367,CASUAL,35.32255604300522,1,13251.463237848737,roulette,3,5,83.41831669536643,183.1989966123565,-13068.26424123638,0
426,CASUAL,46.24358632618915,1,19056.6163856484,blackjack,2,1,80.85484485267682,53744.49176155514,34687.87537590673,1
264,ARRIESGADO,54.901328947153125,1,51558.256631244614,roulette,3,14,212.45198831069072,261771.48282538925,210213.22619414463,1
126,CASUAL,53.1234132997682,1,20972.59928278919,dados,4,18,93.42544434375591,352.4931953398934,-20620.106087449298,0
206,CASUAL,44.13477713617865,0,20762.594380633436,dados,4,14,72.78305277250996,324.79188225041753,-20437.80249838302,0
58,CONSERVADOR,59.956441370334694,1,10866.652808826559,roulette,3,4,74.26525280570687,1824.185914695382,-9042.466894131176,0
211,CASUAL,50.796897791443335,1,29049.288629766503,tragamonedas,0,187,93.67977263960458,32976.808007750464,3927.519377983961,1
139,ARRIESGADO,41.45999887249827,1,25395.68344083238,pocker,1,3,223.03878217293044,16707.726921143047,-8687.956519689335,0
60,ARRIESGADO,37.272912857528084,1,10170.95325119173,dados,4,31,156.8183340601993,80.5639837514376,-10090.389267440292,0
153,ARRIESGADO,26.231313441261054,0,8227.176788871646,dados,4,46,233.8419874767642,142.70128922614276,-8084.475499645503,0
414,CONSERVADOR,55.14303883533461,1,14125.06664634737,dados,4,21,107.63314627400675,364.53424108016475,-13760.532405267206,0
395,ARRIESGADO,40.92487407608531,1,39819.575076310226,pocker,1,2,120.82937139836831,5862.0209977868035,-33957.55407852342,0
278,ARRIESGADO,36.335047962403905,1,34509.21342460054,roulette,3,13,203.69453087260226,140.56514236489318,-34368.64828223564,0
468,CASUAL,54.45876983713034,1,14278.417557156936,blackjack,2,2,115.02654199049624,2210.5980331706014,-12067.819523986334,0
128,ARRIESGADO,49.743472978718,1,53289.396383658146,blackjack,2,3,171.3144846320538,87238.88688042277,33949.49049676462,1
114,CASUAL,55.127390539563706,0,34031.197970456786,tragamonedas,0,149,74.55581783865986,42470.23381210388,8439.035841647092,1
86,ARRIESGADO,37.67538013279543,1,41104.22594766114,dados,4,45,226.29323454003855,484.7584573154136,-40619.46749034573,0
301,CASUAL,36.7101116623899,1,23548.050232308728,roulette,3,5,89.09291081454907,3517.190521150603,-20030.859711158126,0
392,ARRIESGADO,44.013153031904864,1,17745.511938853382,roulette,3,13,202.980950388758,58.851072553205086,-17686.660866300175,0
335,ARRIESGADO,42.17371615592977,0,19804.23776982717,roulette,3,15,225.88578541813763,405.2015089835145,-19399.036260843655,0
356,ARRIESGADO,35.42418161243366,1,55941.63623634219,dados,4,38,191.41296731324766,317.83826082167076,-55623.797975520516,0
232,CASUAL,42.53184223058925,0,8878.098609790926,tragamonedas,0,136,68.21501037475036,7518.098609790926,-1360.0,0
325,ARRIESGADO,40.73310230006199,1,39727.37645447547,roulette,3,13,203.5486124669403,3070.3736993085295,-36657.002755166934,0
339,CASUAL,29.307438726055366,0,12014.390044830521,tragamonedas,0,189,94.94489899563011,10124.390044830521,-1890.0,0
120,CASUAL,42.242139861338245,1,17258.935824024225,dados,4,21,108.97591767126092,64.39908255932875,-17194.536741464897,0
136,CASUAL,39.510449038042594,1,5231.034112871651,tragamonedas,0,201,100.54386225779828,3221.034112871651,-2010.0,0
310,CASUAL,56.75910771834607,0,21796.409150886204,roulette,3,6,99.44732136231605,325.009976803527,-21471.399174082675,0
309,ARRIESGADO,43.73562436290366,1,9778.822746301445,roulette,3,15,227.090680450516,407.7914093906029,-9371.03133691084,0
106,CASUAL,46.79549484638679,1,4965.710798017194,roulette,3,5,82.75126032755657,2465.710798017194,-2500.0,0
96,CASUAL,34.15432087994233,1,7401.0963722429915,dados,4,13,69.19593763955176,22.229486251524122,-7378.866885991467,0
269,ARRIESGADO,49.20179596988361,1,37149.78339766561,roulette,3,12,187.6563666617359,470.7166338369543,-36679.066763828654,0
343,ARRIESGADO,41.43336938926656,1,24606.16726027934,pocker,1,3,217.03516055486648,21606.16726027934,-3000.0,0
176,CASUAL,48.07384218627414,1,28807.327363700188,tragamonedas,0,130,65.32207073957633,31802.008662665612,2994.6812989654245,1
113,CONSERVADOR,50.012489895674,1,7365.342431673107,tragamonedas,0,172,86.4036599444707,6286.441631112077,-1078.9008005610303,0
470,CASUAL,51.7364893381375,1,15665.91773218106,roulette,3,4,69.17518843855545,7054.030980888689,-8611.886751292372,0
106,CASUAL,46.79549484638679,1,4965.710798017194,blackjack,2,1,81.57344512559433,3965.710798017194,-1000.0,0
326,ARRIESGADO,27.445981554491933,1,15004.977006406822,blackjack,2,3,142.57815621881522,61286.60844483709,46281.63143843027,1
490,ARRIESGADO,29.965416007506057,1,13194.839539333021,dados,4,28,141.32584999192107,385.0483424167004,-12809.791196916321,0
9,ARRIESGADO,36.33259597734899,1,12323.725242988417,pocker,1,2,148.20577575602167,10323.725242988417,-2000.0,0
212,CASUAL,42.25122453434065,0,8508.044156454022,tragamonedas,0,203,101.61503756716652,14144.993777637263,5636.949621183241,1
398,CASUAL,43.31573568369527,1,21826.907286329035,tragamonedas,0,201,100.76721776551146,19816.907286329035,-2010.0,0
299,CASUAL,53.19760609610189,0,4914.631001135315,tragamonedas,0,168,84.09118581659258,5008.011371370664,93.38037023534889,1
278,ARRIESGADO,36.335047962403905,1,34509.21342460054,blackjack,2,2,131.41834622900285,23123.965083220934,-11385.248341379604,0
172,CASUAL,37.59186226707602,1,8918.898614751768,blackjack,2,2,94.78049573081044,1535.55078186621,-7383.347832885558,0
97,ARRIESGADO,31.365284553814156,1,26266.877035357113,pocker,1,3,236.05801022279937,23266.877035357113,-3000.0,0
348,CASUAL,34.59837119020518,1,5765.202495558783,pocker,1,1,64.28003834229288,4765.202495558783,-1000.0,0
172,CASUAL,37.59186226707602,1,8918.898614751768,tragamonedas,0,200,100.11663777094512,16896.530771326783,7977.632156575015,1
78,CASUAL,36.62483277174947,1,7068.089048337244,pocker,1,1,63.78752366103205,6068.089048337244,-1000.0,0
74,ARRIESGADO,23.768996499575582,1,6364.385571794398,roulette,3,9,143.84115920670513,69.1352888274937,-6295.250282966905,0
135,CASUAL,48.234688478568955,1,25578.91628307812,pocker,1,1,61.9715816910704,2054.6583929850385,-23524.257890093082,0
43,CONSERVADOR,50.73805862405058,0,5427.989546515055,tragamonedas,0,113,56.98071835468358,4297.989546515055,-1130.0,0
371,ARRIESGADO,39.110294535293214,1,24479.598304668092,roulette,3,15,232.9929086820264,966.2261897081362,-23513.372114959955,0
257,CASUAL,46.15298722210791,1,27676.13054539008,tragamonedas,0,126,63.25073291956283,26416.13054539008,-1260.0,0
203,CONSERVADOR,51.882969302220886,1,5150.086969761459,dados,4,17,87.82251207045121,250.07319878192425,-4900.0137709795345,0
399,CASUAL,47.440269381404946,1,5905.871310468693,blackjack,2,2,100.06900713963,2448.646412417608,-3457.224898051085,0
463,ARRIESGADO,39.01268233321571,1,10974.640757039913,pocker,1,2,138.9097443876704,8974.640757039913,-2000.0,0
144,CONSERVADOR,50.56548704910044,1,5002.950924093284,roulette,3,6,95.2393073943835,2002.950924093284,-3000.0,0
51,CASUAL,34.61211789795047,1,17713.708119896957,blackjack,2,2,97.90739101667194,9285.837465983,-8427.870653913957,0
73,CASUAL,34.02796953516966,1,16995.944166913177,dados,4,16,83.08286140685986,2034.67934701903,-14961.264819894148,0
351,CASUAL,43.11703141506333,1,26270.510481503665,dados,4,16,83.2752670495473,9010.085888984724,-17260.42459251894,0
38,CASUAL,36.20463656990948,1,28632.11098458149,roulette,3,6,94.78432417746598,8693.40288811593,-19938.70809646556,0
466,CASUAL,54.315296133879656,0,20711.911761190277,roulette,3,4,63.61533694781675,482.7643133029778,-20229.1474478873,0
205,CASUAL,42.933376968024334,1,22484.97484293577,blackjack,2,1,73.47759855519558,15223.669596954973,-7261.305245980799,0
206,CASUAL,44.13477713617865,0,20762.594380633436,blackjack,2,2,108.45409990851978,34337.2966682396,13574.702287606164,1
198,ARRIESGADO,41.58738283793414,1,23068.570595231038,blackjack,2,4,213.1867127278178,9419.792069157105,-13648.778526073933,0
360,CASUAL,40.98585571542985,1,6659.151605789726,pocker,1,1,99.50545436633742,5659.151605789726,-1000.0,0
306,CASUAL,37.95657852871241,0,10850.587271505265,blackjack,2,1,88.91558007670396,9850.587271505265,-1000.0,0
261,CASUAL,43.407547907467354,1,13660.202587521228,pocker,1,1,81.84559689251383,12660.202587521228,-1000.0,0
85,ARRIESGADO,34.140975988731334,1,22261.274707158813,roulette,3,15,232.00427878110625,344.2380748587675,-21917.036632300045,0
382,ARRIESGADO,31.9421413365836,1,18921.27283219638,blackjack,2,2,122.80696260580748,27898.559559779853,8977.286727583472,1
497,ARRIESGADO,44.730774094317276,0,50836.00992788746,roulette,3,14,211.30473053343957,443.415525079492,-50392.59440280797,0
478,ARRIESGADO,20.615394359549764,1,5551.143206599968,blackjack,2,4,210.56522771677686,658.4554367173537,-4892.687769882614,0
234,CASUAL,48.22576737997204,1,11180.147220502846,blackjack,2,2,117.5195997798815,7675.019667001108,-3505.1275535017376,0
232,CASUAL,42.53184223058925,0,8878.098609790926,roulette,3,7,109.57714430273035,12764.823315171398,3886.7247053804713,1
352,ARRIESGADO,35.99991430190839,1,15055.65180270928,roulette,3,15,235.9122533666715,99.12292873894376,-14956.528873970337,0
203,CONSERVADOR,51.882969302220886,1,5150.086969761459,pocker,1,0,45.75388222523275,5150.086969761459,0.0,0
153,ARRIESGADO,26.231313441261054,0,8227.176788871646,roulette,3,13,206.29956568744154,313.8213009791166,-7913.35548789253,0
498,CASUAL,48.1158150338288,0,22344.034791728547,pocker,1,1,118.64273352346825,21344.034791728547,-1000.0,0
382,ARRIESGADO,31.9421413365836,1,18921.27283219638,pocker,1,3,211.57412294438336,15921.27283219638,-3000.0,0
18,CONSERVADOR,55.040538978788774,0,15814.216840458874,tragamonedas,0,183,91.81685191334714,22692.26510703721,6878.048266578335,1
240,CASUAL,47.90874387424923,0,8893.231948263177,dados,4,18,90.23368155828337,239.1991421103618,-8654.032806152816,0
401,CASUAL,39.700859013663234,1,26123.913809801466,tragamonedas,0,199,99.57028728771948,24343.48150608759,-1780.4323037138747,0
75,CASUAL,55.397270908927005,1,18006.402812541724,roulette,3,6,100.44835330660007,232.32894045523972,-17774.073872086483,0
180,CASUAL,45.93460829462151,1,22753.0824988545,tragamonedas,0,198,99.15498946206398,21937.704317984444,-815.3781808700551,0
399,CASUAL,47.440269381404946,1,5905.871310468693,tragamonedas,0,182,91.26550920472701,11135.05684708945,5229.185536620757,1
157,CASUAL,39.69325440226376,0,17984.09368989629,tragamonedas,0,134,67.14063375806866,20837.77733437458,2853.6836444782894,1
285,CASUAL,38.17461845796694,0,11425.457736918044,blackjack,2,1,75.71723148520718,10425.457736918044,-1000.0,0
277,CASUAL,30.797870010514877,0,3489.1042977957604,dados,4,19,99.85198952799541,374.2100890611979,-3114.8942087345627,0
312,ARRIESGADO,34.95032846617896,1,24590.25230011871,roulette,3,13,202.17020605411915,164.7462744656168,-24425.506025653092,0
212,CASUAL,42.25122453434065,0,8508.044156454022,blackjack,2,1,72.24010632787869,7508.0441564540215,-1000.0,0
166,CASUAL,60.23663776478527,0,22563.749101206762,tragamonedas,0,232,116.49414894145673,35721.085063834886,13157.335962628124,1
146,CASUAL,49.562708952022305,1,15029.053650488517,tragamonedas,0,171,85.71844399312532,13319.053650488517,-1710.0,0
370,ARRIESGADO,22.4846501401213,1,10637.95675344095,pocker,1,3,188.1802610094607,4408.109905154139,-6229.846848286812,0
354,ARRIESGADO,32.77263040251215,1,24551.077719331704,blackjack,2,4,214.43754022326172,92248.36254460164,67697.28482526993,1
494,ARRIESGADO,34.4978100974191,1,33067.81038434297,blackjack,2,3,167.77268486883133,16129.310160898269,-16938.500223444702,0
344,CASUAL,26.048244069206813,1,6218.244934565649,tragamonedas,0,220,110.33362723549729,4018.2449345656487,-2200.0,0
468,CASUAL,54.45876983713034,1,14278.417557156936,tragamonedas,0,212,106.16065063981962,25494.410798277353,11215.993241120417,1
321,CASUAL,31.5364243926276,1,17348.798417744416,roulette,3,5,82.02816958675578,352.7853949941,-16996.013022750318,0
267,ARRIESGADO,47.84603029813557,1,18312.34583027852,dados,4,44,223.49020153271482,9.649538186843984,-18302.696292091674,0
28,CASUAL,43.59931279811334,1,24064.531671255012,tragamonedas,0,221,110.5236250701266,21854.531671255012,-2210.0,0
231,CASUAL,52.538687788376365,0,28244.774699741032,roulette,3,4,71.85958852433666,6656.171662516654,-21588.603037224377,0
187,CASUAL,35.21942293915716,0,10640.81675878039,tragamonedas,0,150,75.2163123834326,14840.397475812177,4199.580717031788,1
225,CASUAL,30.812740859645476,0,15153.53287632721,roulette,3,7,106.39847672842524,450.31512533953537,-14703.217750987675,0
218,CASUAL,37.38705755239876,0,20020.163268531105,tragamonedas,0,211,105.63407562316836,29785.1670239943,9765.003755463196,1
350,ARRIESGADO,41.76140216214654,1,51130.46692349221,dados,4,31,158.63010595160162,174.95436137127172,-50955.51256212094,0
83,CASUAL,53.07308186210729,1,12891.286914287943,tragamonedas,0,210,105.35169214991475,13813.885982142496,922.5990678545531,1
30,CASUAL,42.44380629469403,1,5620.61781483952,blackjack,2,1,68.33619485244768,4620.61781483952,-1000.0,0
308,CONSERVADOR,48.42637981369228,1,14769.781871298177,roulette,3,7,108.02392331632012,60.81138377727075,-14708.970487520906,0
112,CASUAL,37.647830438999236,1,25579.04946654581,tragamonedas,0,190,95.25314639331778,23679.04946654581,-1900.0,0
242,CASUAL,47.49969939455531,1,13066.659439802224,roulette,3,4,70.38294878686796,1625.3526730190924,-11441.306766783131,0
439,CASUAL,48.10122520626526,0,11142.439281675275,dados,4,16,84.74092788061509,341.82059346284433,-10800.618688212431,0
468,CASUAL,54.45876983713034,1,14278.417557156936,roulette,3,6,94.55802108560104,832.4015089822587,-13446.016048174677,0
191,ARRIESGADO,44.700319929524575,1,56030.01575715207,blackjack,2,5,234.81936716270707,12135.41528355697,-43894.6004735951,0
353,CASUAL,35.68997996125276,0,13134.39955529814,tragamonedas,0,198,99.3124019606835,16901.841964864438,3767.442409566298,1
25,CASUAL,38.622484975465895,1,8123.597842246344,tragamonedas,0,149,74.98137653072571,6633.597842246344,-1490.0,0
115,CASUAL,47.787408560959996,1,26201.064072024146,roulette,3,6,93.65070353665791,457.71054062340954,-25743.35353140074,0
187,CASUAL,35.21942293915716,0,10640.81675878039,dados,4,19,99.8139143853569,288.71704481161294,-10352.099713968777,0
403,CASUAL,31.908346856974184,0,5769.650510879631,dados,4,17,87.93014178149812,101.6632026923985,-5667.987308187232,0
447,CASUAL,47.61989196783341,1,27386.679125122948,tragamonedas,0,175,87.70768669735816,25636.679125122948,-1750.0,0
200,ARRIESGADO,52.0331011780673,1,16421.837025103272,dados,4,34,171.16005822538665,446.8897032951638,-15974.947321808108,0
137,CONSERVADOR,63.05970109932475,0,17874.294834431144,roulette,3,5,80.04215976116913,11.077620210893656,-17863.21721422025,0
136,CASUAL,39.510449038042594,1,5231.034112871651,tragamonedas,0,130,65.07211569690587,3931.034112871651,-1300.0,0
384,CASUAL,41.539099661368056,0,5724.868976268375,roulette,3,6,94.35684171731175,2724.8689762683753,-3000.0,0
348,CASUAL,34.59837119020518,1,5765.202495558783,tragamonedas,0,230,115.30993679383711,12653.575166896437,6888.372671337654,1
305,CONSERVADOR,58.166055958635525,1,19263.837024887263,tragamonedas,0,82,41.00294462621632,19023.788336207883,-240.04868867938058,0
156,CASUAL,50.538561660032116,0,8018.105026057292,roulette,3,5,77.6379594838721,5518.105026057292,-2500.0,0
183,CASUAL,41.41064073757739,0,26929.23758713604,roulette,3,4,67.95920892303025,2953.6275888666887,-23975.60999826935,0
497,ARRIESGADO,44.730774094317276,0,50836.00992788746,blackjack,2,2,126.06407241336679,91337.08465146639,40501.074723578924,1
358,CASUAL,26.11507619613185,0,4121.739634044643,tragamonedas,0,168,84.02104043141131,6745.295777894784,2623.556143850141,1
130,ARRIESGADO,35.02678531224099,1,39262.81337784946,blackjack,2,4,209.99533646055946,9298.724400384683,-29964.088977464777,0
439,CASUAL,48.10122520626526,0,11142.439281675275,blackjack,2,2,114.19964506033145,188351.15573232362,177208.71645064835,1
398,CASUAL,43.31573568369527,1,21826.907286329035,blackjack,2,1,83.21381488010044,14867.619166052064,-6959.288120276971,0
97,ARRIESGADO,31.365284553814156,1,26266.877035357113,roulette,3,8,129.3882597636125,4898.909608987135,-21367.967426369978,0
5,CONSERVADOR,61.51436537097151,0,18618.356020589512,dados,4,6,32.55334537251812,15909.37945995074,-2708.976560638772,0
496,CASUAL,50.12982849598724,0,12908.182453212607,dados,4,20,104.04541227041237,7.401733200791,-12900.780720011815,0
443,CASUAL,46.10453109290565,1,23448.262716177134,blackjack,2,1,77.68632955959583,22230.211503892333,-1218.0512122848013,0
175,CONSERVADOR,59.719293689732716,1,17941.793646992708,tragamonedas,0,228,114.06897747757394,15661.793646992708,-2280.0,0
312,ARRIESGADO,34.95032846617896,1,24590.25230011871,blackjack,2,5,238.77855767111407,55143.07138971066,30552.81908959195,1
339,CASUAL,29.307438726055366,0,12014.390044830521,tragamonedas,0,152,76.12327186991884,19087.38510784617,7072.995063015649,1
240,CASUAL,47.90874387424923,0,8893.231948263177,blackjack,2,1,75.13197665022832,7893.231948263177,-1000.0,0
481,ARRIESGADO,42.52378621306383,1,52842.323826591695,blackjack,2,2,122.3348009145985,23442.7689642951,-29399.554862296594,0
80,CONSERVADOR,57.552373747242186,1,13808.382740850398,roulette,3,4,72.32183888946767,4897.846930486008,-8910.53581036439,0
24,CASUAL,32.46119332250988,1,15450.113633445191,tragamonedas,0,236,118.15369278232293,15977.531147755324,527.4175143101329,1
281,ARRIESGADO,33.15672661488336,1,16764.861729544966,roulette,3,11,170.0241531116614,104.28334580431692,-16660.57838374065,0
354,ARRIESGADO,32.77263040251215,1,24551.077719331704,dados,4,29,146.56993664924204,148.6826080029382,-24402.395111328766,0
268,CASUAL,57.18985862132426,1,31240.626925120865,dados,4,12,63.83110311774496,17158.83885771963,-14081.788067401234,0
57,CONSERVADOR,62.548861819811094,0,11478.485239263535,dados,4,7,37.157952785407666,787.1044350629084,-10691.380804200626,0
389,ARRIESGADO,38.05201784894497,1,26887.20806963666,blackjack,2,3,164.80569131782372,118616.89766518507,91729.6895955484,1
289,CASUAL,47.78033712022871,1,28369.633254496803,tragamonedas,0,134,67.18728299870452,45760.6206230976,17390.9873686008,1
379,CASUAL,33.81304398854427,0,7265.728450597363,tragamonedas,0,189,94.93386644398464,5375.728450597363,-1890.0,0
394,ARRIESGADO,27.262286467436482,1,13324.217538282282,dados,4,28,143.09767466120192,242.21560808399477,-13082.001930198288,0
209,CONSERVADOR,47.786835167270546,0,14713.594129782834,blackjack,2,1,49.85562373601859,13713.594129782834,-1000.0,0
177,ARRIESGADO,38.88774659695175,1,28932.572843040212,roulette,3,13,195.03122483548822,159.4293842255821,-28773.14345881463,0
279,CASUAL,38.33192491203481,1,20475.811288285473,roulette,3,4,72.17200951240005,2388.921267503981,-18086.89002078149,0
222,CASUAL,42.54796658314805,1,16651.486604745896,roulette,3,5,80.34515815058433,2416.975495600116,-14234.51110914578,0
190,ARRIESGADO,46.77192329198988,1,23760.352109464162,tragamonedas,0,291,145.93789097936383,24208.661454378886,448.3093449147236,1
72,CONSERVADOR,56.62204049099529,1,9411.006786282125,roulette,3,7,117.5542671920483,383.15383564970125,-9027.852950632423,0
465,ARRIESGADO,43.284039947432845,1,52241.0595610055,roulette,3,15,236.3926959420798,130.8446151303251,-52110.21494587518,0
362,CASUAL,40.86243118619937,1,14767.806624317564,tragamonedas,0,188,94.21177372995643,15416.17911738986,648.3724930722965,1
230,CONSERVADOR,28.995594669437285,1,4853.081350764756,tragamonedas,0,139,69.95594529875314,9538.944889039278,4685.8635382745215,1
339,CASUAL,29.307438726055366,0,12014.390044830521,tragamonedas,0,220,110.09859624178969,9814.390044830521,-2200.0,0
77,ARRIESGADO,43.73970414686985,1,56865.36401506228,blackjack,2,5,237.95313724545065,62907.3877676031,6042.023752540816,1
233,CASUAL,45.687883325259776,0,22944.207810789987,roulette,3,5,77.2724592600341,117.54060426202022,-22826.667206527967,0
402,ARRIESGADO,40.09027717434153,1,56805.37820394703,dados,4,30,152.49165755020024,10157.663663863317,-46647.71454008372,0
313,CASUAL,51.40218680419847,0,29728.940950073757,dados,4,18,90.44069577462332,10075.244113369854,-19653.6968367039,0
31,CASUAL,18.0,0,2459.494748746033,tragamonedas,0,193,96.6456870745187,5394.319402791851,2934.8246540458176,1
77,ARRIESGADO,43.73970414686985,1,56865.36401506228,pocker,1,2,155.3952275948781,21614.681128346885,-35250.682886715396,0
319,CASUAL,51.8620068605291,0,15065.84193792664,pocker,1,1,114.22843390079589,14065.84193792664,-1000.0,0
302,CASUAL,38.408486893033526,1,21642.023154161056,tragamonedas,0,195,97.92597106950765,19692.023154161056,-1950.0,0
407,ARRIESGADO,38.34143032980612,1,46814.256078488164,pocker,1,3,207.52619043693164,31750.532311153158,-15063.723767335006,0
102,CONSERVADOR,52.12264635470518,1,13355.401267377361,dados,4,10,50.44819916475363,56.431867473612556,-13298.969399903748,0
87,CASUAL,32.8747686890483,1,7813.842572478479,roulette,3,6,94.14555113948757,3784.5083045755655,-4029.334267902914,0
222,CASUAL,42.54796658314805,1,16651.486604745896,roulette,3,4,69.14885293531971,4363.135693422503,-12288.350911323392,0
304,CASUAL,43.55986652519707,1,19783.43813015974,roulette,3,5,87.42197277706248,864.3580317746073,-18919.08009838513,0
418,CASUAL,39.70011135785486,1,11060.868365404429,tragamonedas,0,161,80.66744746433017,12865.10208504069,1804.2337196362605,1
453,CASUAL,38.623078611867584,1,13372.415797489019,dados,4,15,78.85476224378242,144.84369632641187,-13227.572101162606,0
